"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002EA","B02001_002M","B02001_002MA","B02001_003E","B02001_003EA","B02001_003M","B02001_003MA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"0500000US01003","Baldwin County, Alabama","239294","null","*****","*****","198355","null","2359","null","21305","null","962","null","884","717","null","null","1956","null","1017","null","0","null","216","null","4735","2574","null","null","12059","2890","null","null","6485","2401","null","null","5574","null","1588","null",
"0500000US01015","Calhoun County, Alabama","115972","null","*****","*****","82072","null","1014","null","22470","null","2355","null","1307","1087","null","null","983","null","343","null","0","null","216","null","2712","1303","null","null","6428","2262","null","null","2215","799","null","null","4213","null","2056","null",
"0500000US01043","Cullman County, Alabama","89496","null","*****","*****","81885","null","562","null","1098","null","632","null","426","433","null","null","509","null","500","null","33","null","62","null","2687","994","null","null","2858","1052","null","null","1464","955","null","null","1394","null","588","null",
"0500000US01049","DeKalb County, Alabama","71813","null","*****","*****","58855","null","2214","null","1160","null","384","null","1822","1318","null","null","71","null","141","null","10","null","21","null","5998","2295","null","null","3897","1208","null","null","1622","1231","null","null","2275","null","449","null",
"0500000US01051","Elmore County, Alabama","89304","null","*****","*****","66105","null","874","null","19046","null","1891","null","167","187","null","null","88","null","121","null","0","null","216","null","338","440","null","null","3560","2017","null","null","1095","632","null","null","2465","null","1877","null",
"0500000US01055","Etowah County, Alabama","103162","null","*****","*****","79421","null","819","null","14722","null","2204","null","123","144","null","null","357","null","377","null","0","null","216","null","2935","1181","null","null","5604","2442","null","null","1312","833","null","null","4292","null","2242","null",
"0500000US01069","Houston County, Alabama","107458","null","*****","*****","69907","null","617","null","29485","null","729","null","157","188","null","null","1143","null","214","null","44","null","72","null","1433","627","null","null","5289","889","null","null","2101","641","null","null","3188","null","611","null",
"0500000US01073","Jefferson County, Alabama","667820","null","*****","*****","326427","null","2223","null","287023","null","3677","null","956","488","null","null","11694","null","822","null","334","null","294","null","16667","3446","null","null","24719","3850","null","null","11477","2788","null","null","13242","null","2990","null",
"0500000US01077","Lauderdale County, Alabama","94043","null","*****","*****","79120","null","635","null","6698","null","1223","null","1228","692","null","null","212","null","326","null","59","null","101","null","900","810","null","null","5826","1607","null","null","1933","1144","null","null","3893","null","1304","null",
"0500000US01081","Lee County, Alabama","177218","null","*****","*****","120083","null","1014","null","38469","null","1816","null","84","114","null","null","7811","null","412","null","0","null","216","null","2008","1146","null","null","8763","2413","null","null","3594","1688","null","null","5169","null","1933","null",
"0500000US01083","Limestone County, Alabama","107517","null","*****","*****","81606","null","1597","null","9993","null","2876","null","1016","851","null","null","2039","null","391","null","400","null","610","null","2101","1815","null","null","10362","2727","null","null","3058","2090","null","null","7304","null","2298","null",
"0500000US01089","Madison County, Alabama","395211","null","*****","*****","256152","null","2609","null","92590","null","2915","null","1962","858","null","null","7782","null","1757","null","373","null","390","null","4933","1988","null","null","31419","4578","null","null","10383","2146","null","null","21036","null","3899","null",
"0500000US01095","Marshall County, Alabama","98228","null","*****","*****","80600","null","2040","null","2955","null","456","null","2406","2767","null","null","760","null","55","null","0","null","216","null","5727","2726","null","null","5780","1909","null","null","4156","1881","null","null","1624","null","446","null",
"0500000US01097","Mobile County, Alabama","413073","null","*****","*****","231092","null","1597","null","149022","null","2298","null","1541","716","null","null","9163","null","685","null","0","null","216","null","7924","1846","null","null","14331","3334","null","null","4279","1519","null","null","10052","null","2707","null",
"0500000US01101","Montgomery County, Alabama","227434","null","*****","*****","72578","null","1758","null","135092","null","1553","null","118","95","null","null","8117","null","241","null","0","null","216","null","3288","1478","null","null","8241","2335","null","null","3990","1893","null","null","4251","null","1393","null",
"0500000US01103","Morgan County, Alabama","123668","null","*****","*****","91851","null","1033","null","15678","null","1373","null","294","241","null","null","130","null","127","null","300","null","507","null","6671","2183","null","null","8744","2429","null","null","3977","2113","null","null","4767","null","1608","null",
"0500000US01115","St. Clair County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01117","Shelby County, Alabama","226902","null","*****","*****","173863","null","3309","null","25172","null","2466","null","1592","1424","null","null","4925","null","640","null","0","null","216","null","5517","1716","null","null","15833","3645","null","null","5614","2194","null","null","10219","null","2649","null",
"0500000US01121","Talladega County, Alabama","81524","null","*****","*****","50663","null","326","null","24736","null","1634","null","0","216","null","null","178","null","188","null","0","null","216","null","1380","569","null","null","4567","1704","null","null","716","583","null","null","3851","null","1623","null",
"0500000US01125","Tuscaloosa County, Alabama","227007","null","*****","*****","137185","null","1426","null","73215","null","1443","null","168","206","null","null","3288","null","692","null","0","null","216","null","2430","1310","null","null","10721","2448","null","null","5521","2002","null","null","5200","null","1663","null",
"0500000US02020","Anchorage Municipality, Alaska","288121","null","*****","*****","164330","null","2092","null","14744","null","1876","null","19194","2699","null","null","27525","null","2164","null","9011","null","827","null","10260","2520","null","null","43057","4358","null","null","8546","1996","null","null","34511","null","4077","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","95593","null","*****","*****","66204","null","1400","null","3913","null","1056","null","5318","1455","null","null","3101","null","724","null","339","null","522","null","2051","1167","null","null","14667","2310","null","null","4927","1527","null","null","9740","null","1863","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","110686","null","*****","*****","84657","null","1429","null","1088","null","275","null","6778","1120","null","null","2252","null","447","null","530","null","158","null","2655","680","null","null","12726","1844","null","null","3757","1310","null","null","8969","null","1277","null",
"0500000US04001","Apache County, Arizona","65623","null","*****","*****","12538","null","623","null","1304","null","1075","null","46556","1239","null","null","629","null","914","null","156","null","173","null","1461","846","null","null","2979","849","null","null","2067","653","null","null","912","null","353","null",
"0500000US04003","Cochise County, Arizona","126050","null","*****","*****","78225","null","3956","null","4095","null","986","null","1477","815","null","null","1944","null","589","null","46","null","81","null","9301","2478","null","null","30962","3977","null","null","23800","3662","null","null","7162","null","1175","null",
"0500000US04005","Coconino County, Arizona","145052","null","*****","*****","78570","null","1766","null","2009","null","433","null","37699","1480","null","null","2717","null","576","null","288","null","337","null","10824","2251","null","null","12945","2530","null","null","6776","2095","null","null","6169","null","1684","null",
"0500000US04013","Maricopa County, Arizona","4496588","null","*****","*****","2609581","null","19690","null","250533","null","7962","null","84315","8151","null","null","193923","null","5863","null","9317","null","1474","null","438600","24225","null","null","910319","23907","null","null","716720","21132","null","null","193599","null","11370","null",
"0500000US04015","Mohave County, Arizona","217692","null","*****","*****","173380","null","2653","null","2796","null","610","null","3006","1397","null","null","2439","null","694","null","427","null","549","null","12502","3797","null","null","23142","3368","null","null","15234","2946","null","null","7908","null","1705","null",
"0500000US04017","Navajo County, Arizona","108147","null","*****","*****","48776","null","1266","null","892","null","513","null","45345","1644","null","null","552","null","590","null","0","null","224","null","2445","790","null","null","10137","2287","null","null","5627","1479","null","null","4510","null","1600","null",
"0500000US04019","Pima County, Arizona","1052030","null","*****","*****","610936","null","9644","null","37818","null","3288","null","31173","3406","null","null","29332","null","2299","null","318","null","365","null","124478","9702","null","null","217975","10945","null","null","165897","10782","null","null","52078","null","5482","null",
"0500000US04021","Pinal County, Arizona","449557","null","*****","*****","281911","null","7236","null","21977","null","2102","null","22787","3955","null","null","7353","null","1284","null","1551","null","378","null","38357","6772","null","null","75621","7867","null","null","53056","7819","null","null","22565","null","3893","null",
"0500000US04025","Yavapai County, Arizona","242253","null","*****","*****","193771","null","2898","null","1321","null","888","null","1621","657","null","null","2802","null","937","null","136","null","218","null","12492","3625","null","null","30110","4099","null","null","21179","3952","null","null","8931","null","1581","null",
"0500000US04027","Yuma County, Arizona","206990","null","*****","*****","70263","null","3500","null","3155","null","1005","null","3599","2087","null","null","2509","null","451","null","32","null","67","null","31338","5342","null","null","96094","6847","null","null","90741","6668","null","null","5353","null","1473","null",
"0500000US05007","Benton County, Arkansas","293692","null","*****","*****","178300","null","7013","null","5643","null","962","null","3462","1091","null","null","11600","null","1490","null","2208","null","213","null","11561","3064","null","null","80918","7717","null","null","68022","7612","null","null","12896","null","2076","null",
"0500000US05031","Craighead County, Arkansas","112218","null","*****","*****","82591","null","1885","null","17479","null","1741","null","1051","684","null","null","861","null","493","null","0","null","213","null","3314","1724","null","null","6922","2779","null","null","3399","2375","null","null","3523","null","1626","null",
"0500000US05045","Faulkner County, Arkansas","125106","null","*****","*****","99863","null","1323","null","14440","null","1237","null","396","316","null","null","876","null","751","null","0","null","213","null","2612","1351","null","null","6919","1709","null","null","2214","1003","null","null","4705","null","1409","null",
"0500000US05051","Garland County, Arkansas","100330","null","*****","*****","84927","null","1356","null","7682","null","1442","null","199","168","null","null","321","null","428","null","487","null","811","null","622","575","null","null","6092","1657","null","null","1733","1116","null","null","4359","null","1183","null",
"0500000US05069","Jefferson County, Arkansas","65861","null","*****","*****","24991","null","226","null","36837","null","1602","null","22","41","null","null","113","null","114","null","0","null","213","null","725","663","null","null","3173","1555","null","null","1376","742","null","null","1797","null","1397","null",
"0500000US05085","Lonoke County, Arkansas","74722","null","*****","*****","64102","null","1114","null","4135","null","676","null","249","473","null","null","823","null","322","null","0","null","213","null","935","535","null","null","4478","1232","null","null","1495","815","null","null","2983","null","956","null",
"0500000US05119","Pulaski County, Arkansas","397821","null","*****","*****","204358","null","3101","null","148989","null","2647","null","682","375","null","null","9475","null","807","null","92","null","116","null","13415","3059","null","null","20810","3915","null","null","9729","2996","null","null","11081","null","2525","null",
"0500000US05125","Saline County, Arkansas","125233","null","*****","*****","104573","null","1929","null","11746","null","696","null","189","238","null","null","409","null","346","null","0","null","213","null","2905","2146","null","null","5411","1663","null","null","1753","1491","null","null","3658","null","638","null",
"0500000US05131","Sebastian County, Arkansas","128400","null","*****","*****","89148","null","1359","null","7145","null","1376","null","1244","557","null","null","6892","null","1385","null","0","null","213","null","12676","2556","null","null","11295","2246","null","null","3628","1764","null","null","7667","null","1631","null",
"0500000US05143","Washington County, Arkansas","250057","null","*****","*****","161302","null","5940","null","7653","null","1069","null","3146","1910","null","null","6416","null","856","null","5478","null","1699","null","9126","2708","null","null","56936","6926","null","null","43876","6449","null","null","13060","null","2727","null",
"0500000US05145","White County, Arkansas","77207","null","*****","*****","65684","null","2264","null","2144","null","1144","null","342","353","null","null","507","null","234","null","0","null","213","null","634","462","null","null","7896","2415","null","null","3877","2195","null","null","4019","null","1224","null",
"0500000US06001","Alameda County, California","1648556","null","*****","*****","507237","null","6208","null","161520","null","3266","null","16177","4482","null","null","538681","null","6267","null","13608","null","1107","null","219426","9602","null","null","191907","10759","null","null","95369","7835","null","null","96538","null","7046","null",
"0500000US06007","Butte County, California","208309","null","*****","*****","150199","null","3045","null","4104","null","818","null","2582","1107","null","null","11301","null","932","null","651","null","196","null","10786","2201","null","null","28686","2921","null","null","16832","3202","null","null","11854","null","1740","null",
"0500000US06013","Contra Costa County, California","1161413","null","*****","*****","497712","null","4781","null","101061","null","3686","null","14838","4358","null","null","212648","null","5036","null","5438","null","1127","null","155515","9332","null","null","174201","10399","null","null","101120","8943","null","null","73081","null","6440","null",
"0500000US06017","El Dorado County, California","193221","null","*****","*****","147391","null","3072","null","1509","null","765","null","1620","976","null","null","11062","null","1680","null","36","null","69","null","8979","2861","null","null","22624","3356","null","null","12764","2979","null","null","9860","null","1643","null",
"0500000US06019","Fresno County, California","1013581","null","*****","*****","336394","null","10459","null","43869","null","2683","null","12992","2693","null","null","110995","null","3804","null","1789","null","322","null","219670","14229","null","null","287872","16745","null","null","246605","15622","null","null","41267","null","5621","null",
"0500000US06023","Humboldt County, California","136310","null","*****","*****","95569","null","2329","null","1620","null","613","null","7853","2034","null","null","4685","null","986","null","486","null","468","null","5900","1756","null","null","20197","3466","null","null","11344","3148","null","null","8853","null","1764","null",
"0500000US06025","Imperial County, California","179851","null","*****","*****","30270","null","4096","null","4984","null","702","null","3567","1368","null","null","3048","null","933","null","28","null","50","null","89216","9514","null","null","48738","9379","null","null","42470","7014","null","null","6268","null","5801","null",
"0500000US06029","Kern County, California","917673","null","*****","*****","414385","null","12926","null","47015","null","3242","null","11859","3084","null","null","45257","null","3191","null","1566","null","342","null","164922","12399","null","null","232669","14742","null","null","196446","13581","null","null","36223","null","5662","null",
"0500000US06031","Kings County, California","153443","null","*****","*****","55481","null","3703","null","10751","null","742","null","2974","1184","null","null","6237","null","822","null","683","null","683","null","40899","5868","null","null","36418","5954","null","null","31438","5835","null","null","4980","null","1776","null",
"0500000US06033","Lake County, California","68766","null","*****","*****","47729","null","2124","null","1468","null","423","null","1329","912","null","null","1080","null","270","null","681","null","705","null","7479","1936","null","null","9000","2461","null","null","5683","2180","null","null","3317","null","957","null",
"0500000US06037","Los Angeles County, California","9829544","null","*****","*****","2909096","null","21155","null","745491","null","9340","null","168537","14958","null","null","1455775","null","8987","null","22961","null","3178","null","2547028","34713","null","null","1980656","39365","null","null","1567061","34588","null","null","413595","null","16065","null",
"0500000US06039","Madera County, California","159410","null","*****","*****","60686","null","4586","null","4027","null","1270","null","1973","840","null","null","3454","null","664","null","295","null","378","null","52423","6489","null","null","36552","6163","null","null","30417","5970","null","null","6135","null","1959","null",
"0500000US06041","Marin County, California","260206","null","*****","*****","181285","null","3245","null","5810","null","1671","null","1430","885","null","null","17472","null","1557","null","704","null","840","null","24195","5128","null","null","29310","4163","null","null","18010","3905","null","null","11300","null","2170","null",
"0500000US06045","Mendocino County, California","91305","null","*****","*****","58663","null","897","null","1172","null","965","null","3395","1112","null","null","2073","null","311","null","277","null","254","null","11850","3373","null","null","13875","3261","null","null","9214","2769","null","null","4661","null","1130","null",
"0500000US06047","Merced County, California","286461","null","*****","*****","86433","null","4397","null","8665","null","1309","null","3918","1370","null","null","21723","null","995","null","630","null","416","null","128147","6079","null","null","36945","5907","null","null","28344","5877","null","null","8601","null","2253","null",
"0500000US06053","Monterey County, California","437325","null","*****","*****","139727","null","3680","null","10290","null","1461","null","2800","998","null","null","26313","null","1673","null","2056","null","174","null","192775","7609","null","null","63364","7154","null","null","47639","6554","null","null","15725","null","2640","null",
"0500000US06055","Napa County, California","136207","null","*****","*****","76435","null","2672","null","2643","null","465","null","2417","1256","null","null","12092","null","741","null","140","null","178","null","19123","3702","null","null","23357","3549","null","null","17468","3294","null","null","5889","null","1175","null",
"0500000US06057","Nevada County, California","103487","null","*****","*****","85926","null","1984","null","343","null","258","null","357","380","null","null","2584","null","1296","null","0","null","218","null","3125","1828","null","null","11152","2207","null","null","6184","2058","null","null","4968","null","1214","null",
"0500000US06059","Orange County, California","3167809","null","*****","*****","1361528","null","14201","null","57685","null","3403","null","28359","5021","null","null","701307","null","7689","null","8747","null","1636","null","491135","21003","null","null","519048","19721","null","null","380320","19124","null","null","138728","null","10433","null",
"0500000US06061","Placer County, California","412300","null","*****","*****","290804","null","3789","null","5842","null","1002","null","1805","908","null","null","34287","null","2839","null","277","null","334","null","23104","3754","null","null","56181","4796","null","null","28582","4304","null","null","27599","null","3627","null",
"0500000US06065","Riverside County, California","2458395","null","*****","*****","887331","null","12933","null","158186","null","4655","null","26026","4034","null","null","164980","null","5376","null","8665","null","1929","null","702249","21543","null","null","510958","21695","null","null","390930","19443","null","null","120028","null","9323","null",
"0500000US06067","Sacramento County, California","1588921","null","*****","*****","710255","null","7237","null","157690","null","6116","null","15943","3365","null","null","272825","null","5042","null","18052","null","1415","null","184039","11904","null","null","230117","13820","null","null","116870","10808","null","null","113247","null","9043","null",
"0500000US06069","San Benito County, California","66677","null","*****","*****","23970","null","2062","null","355","null","472","null","873","673","null","null","2154","null","846","null","722","null","636","null","12720","3060","null","null","25883","3089","null","null","21449","2875","null","null","4434","null","1755","null",
"0500000US06071","San Bernardino County, California","2194710","null","*****","*****","723292","null","13567","null","173834","null","6319","null","38649","6148","null","null","176441","null","4236","null","8377","null","1707","null","619332","19652","null","null","454785","18902","null","null","357504","16875","null","null","97281","null","9244","null",
"0500000US06073","San Diego County, California","3286069","null","*****","*****","1574281","null","14006","null","154666","null","4945","null","38916","6568","null","null","395550","null","7380","null","13005","null","2094","null","391847","18697","null","null","717804","21386","null","null","527546","19627","null","null","190258","null","10319","null",
"0500000US06075","San Francisco County, California","815201","null","*****","*****","317763","null","4565","null","42989","null","2143","null","3912","1458","null","null","289622","null","4111","null","2644","null","1210","null","62933","6515","null","null","95338","7153","null","null","47099","5566","null","null","48239","null","4825","null",
"0500000US06077","San Joaquin County, California","789410","null","*****","*****","246993","null","5128","null","52965","null","3034","null","10294","3352","null","null","146867","null","4999","null","5773","null","706","null","147491","10303","null","null","179027","10758","null","null","105558","10048","null","null","73469","null","8765","null",
"0500000US06079","San Luis Obispo County, California","283159","null","*****","*****","198073","null","4996","null","3502","null","1046","null","1984","1471","null","null","9632","null","1878","null","603","null","607","null","18846","4533","null","null","50519","6157","null","null","35028","5655","null","null","15491","null","3014","null",
"0500000US06081","San Mateo County, California","737888","null","*****","*****","287091","null","5476","null","17491","null","1719","null","9397","3034","null","null","230827","null","3749","null","9516","null","916","null","84489","7307","null","null","99077","7890","null","null","61075","7045","null","null","38002","null","4930","null",
"0500000US06083","Santa Barbara County, California","446475","null","*****","*****","211877","null","5869","null","8528","null","1072","null","5975","2068","null","null","23983","null","1799","null","843","null","532","null","78016","7978","null","null","117253","8001","null","null","97832","6779","null","null","19421","null","3507","null",
"0500000US06085","Santa Clara County, California","1885508","null","*****","*****","573548","null","6133","null","45968","null","2441","null","16914","3590","null","null","742426","null","5365","null","8046","null","1640","null","200753","11135","null","null","297853","12732","null","null","205322","11574","null","null","92531","null","6933","null",
"0500000US06087","Santa Cruz County, California","267792","null","*****","*****","154786","null","3259","null","2415","null","1310","null","5252","4096","null","null","13072","null","1194","null","0","null","218","null","49012","6668","null","null","43255","5182","null","null","29908","5032","null","null","13347","null","2020","null",
"0500000US06089","Shasta County, California","182139","null","*****","*****","142473","null","2052","null","2231","null","1064","null","3123","829","null","null","6098","null","999","null","95","null","185","null","5601","1836","null","null","22518","3254","null","null","11941","2260","null","null","10577","null","2135","null",
"0500000US06095","Solano County, California","451716","null","*****","*****","174831","null","5601","null","57039","null","3120","null","2554","1446","null","null","72676","null","2704","null","3659","null","1397","null","68494","7377","null","null","72463","7418","null","null","31994","4894","null","null","40469","null","5474","null",
"0500000US06097","Sonoma County, California","485887","null","*****","*****","309810","null","4770","null","7725","null","1441","null","7878","2711","null","null","22541","null","1523","null","2275","null","749","null","68072","6361","null","null","67586","6081","null","null","42845","6123","null","null","24741","null","3225","null",
"0500000US06099","Stanislaus County, California","552999","null","*****","*****","230860","null","5838","null","15738","null","1884","null","9842","4151","null","null","32536","null","2068","null","3730","null","790","null","102027","8329","null","null","158266","10915","null","null","134169","10443","null","null","24097","null","3443","null",
"0500000US06101","Sutter County, California","99063","null","*****","*****","42278","null","1802","null","1528","null","721","null","2401","1310","null","null","15844","null","2026","null","1253","null","850","null","17150","2935","null","null","18609","3345","null","null","12302","3189","null","null","6307","null","1720","null",
"0500000US06103","Tehama County, California","65498","null","*****","*****","46273","null","1800","null","956","null","66","null","1158","1033","null","null","1199","null","332","null","102","null","181","null","4043","2389","null","null","11767","2738","null","null","9697","2746","null","null","2070","null","663","null",
"0500000US06107","Tulare County, California","477054","null","*****","*****","178557","null","7838","null","7693","null","738","null","7649","3143","null","null","18376","null","1423","null","1048","null","700","null","126273","10732","null","null","137458","9817","null","null","121045","10028","null","null","16413","null","4013","null",
"0500000US06111","Ventura County, California","839784","null","*****","*****","441352","null","10151","null","14415","null","1808","null","19122","4200","null","null","61695","null","2867","null","1442","null","796","null","91357","9489","null","null","210401","10926","null","null","169391","9847","null","null","41010","null","4781","null",
"0500000US06113","Yolo County, California","216986","null","*****","*****","108891","null","3075","null","6048","null","986","null","2184","1294","null","null","33082","null","1861","null","568","null","706","null","26229","4610","null","null","39984","5046","null","null","26709","4648","null","null","13275","null","2223","null",
"0500000US06115","Yuba County, California","83421","null","*****","*****","42651","null","1899","null","3398","null","1021","null","2560","1815","null","null","6833","null","865","null","303","null","281","null","11013","2999","null","null","16663","3376","null","null","10959","3452","null","null","5704","null","1536","null",
"0500000US08001","Adams County, Colorado","522140","null","*****","*****","289431","null","6239","null","18284","null","1574","null","10337","2851","null","null","21840","null","1080","null","934","null","331","null","72556","7551","null","null","108758","7329","null","null","85082","7575","null","null","23676","null","3693","null",
"0500000US08005","Arapahoe County, Colorado","654900","null","*****","*****","393574","null","5429","null","71055","null","3591","null","4826","1371","null","null","39962","null","2485","null","1499","null","347","null","47815","5023","null","null","96169","7357","null","null","60381","6092","null","null","35788","null","5075","null",
"0500000US08013","Boulder County, Colorado","329543","null","*****","*****","257209","null","2835","null","3095","null","831","null","678","421","null","null","14167","null","1521","null","1104","null","1182","null","8663","2494","null","null","44627","3698","null","null","30761","3736","null","null","13866","null","2414","null",
"0500000US08014","Broomfield County, Colorado","75325","null","*****","*****","57795","null","1352","null","865","null","312","null","304","217","null","null","5495","null","729","null","0","null","211","null","3575","1316","null","null","7291","1693","null","null","5013","1595","null","null","2278","null","676","null",
"0500000US08031","Denver County, Colorado","711463","null","*****","*****","419873","null","7118","null","61910","null","4064","null","6472","2095","null","null","23851","null","1554","null","594","null","496","null","73048","8216","null","null","125715","8739","null","null","86391","7753","null","null","39324","null","4942","null",
"0500000US08035","Douglas County, Colorado","368990","null","*****","*****","296276","null","3971","null","5441","null","1316","null","1651","774","null","null","20642","null","2090","null","257","null","392","null","10057","2950","null","null","34666","4603","null","null","20840","4172","null","null","13826","null","3094","null",
"0500000US08041","El Paso County, Colorado","737867","null","*****","*****","524206","null","6025","null","40792","null","3366","null","6834","2316","null","null","19477","null","1895","null","2272","null","565","null","32162","4881","null","null","112124","7059","null","null","60420","5730","null","null","51704","null","4818","null",
"0500000US08059","Jefferson County, Colorado","579581","null","*****","*****","458850","null","4975","null","6814","null","1334","null","3821","1765","null","null","16970","null","1202","null","300","null","294","null","20570","4099","null","null","72256","6054","null","null","49187","5209","null","null","23069","null","3034","null",
"0500000US08069","Larimer County, Colorado","362533","null","*****","*****","300709","null","3646","null","3113","null","874","null","2856","1355","null","null","7385","null","1562","null","310","null","187","null","10945","2759","null","null","37215","4064","null","null","23166","3732","null","null","14049","null","2660","null",
"0500000US08077","Mesa County, Colorado","157335","null","*****","*****","128994","null","2194","null","872","null","538","null","1592","1655","null","null","1485","null","626","null","118","null","181","null","3125","1183","null","null","21149","3049","null","null","14777","2574","null","null","6372","null","1813","null",
"0500000US08101","Pueblo County, Colorado","169622","null","*****","*****","121600","null","4853","null","2480","null","394","null","2996","1502","null","null","1320","null","406","null","0","null","211","null","10736","2426","null","null","30490","4635","null","null","21039","3827","null","null","9451","null","2535","null",
"0500000US08123","Weld County, Colorado","340036","null","*****","*****","242930","null","6154","null","6438","null","1589","null","4407","2073","null","null","5455","null","889","null","330","null","290","null","29928","4650","null","null","50548","6183","null","null","37072","5783","null","null","13476","null","2767","null",
"0500000US09001","Fairfield County, Connecticut","959768","null","*****","*****","570158","null","5554","null","111413","null","3638","null","4461","2616","null","null","52514","null","2576","null","87","null","147","null","96673","7490","null","null","124462","9352","null","null","92992","8088","null","null","31470","null","4075","null",
"0500000US09003","Hartford County, Connecticut","896854","null","*****","*****","542810","null","5569","null","122597","null","3710","null","2535","1262","null","null","53437","null","1604","null","101","null","166","null","69931","6111","null","null","105443","7116","null","null","60283","6131","null","null","45160","null","5658","null",
"0500000US09005","Litchfield County, Connecticut","185000","null","*****","*****","158920","null","2001","null","3049","null","1015","null","0","217","null","null","3813","null","576","null","0","null","217","null","4726","1946","null","null","14492","2341","null","null","9215","2078","null","null","5277","null","1466","null",
"0500000US09007","Middlesex County, Connecticut","164759","null","*****","*****","134350","null","2017","null","6794","null","1968","null","0","217","null","null","5676","null","492","null","0","null","217","null","2874","1304","null","null","15065","3069","null","null","9111","2095","null","null","5954","null","1993","null",
"0500000US09009","New Haven County, Connecticut","863700","null","*****","*****","531155","null","5970","null","116160","null","5167","null","3024","2157","null","null","37489","null","1496","null","1228","null","1028","null","71543","7987","null","null","103101","9389","null","null","75283","7771","null","null","27818","null","4064","null",
"0500000US09011","New London County, Connecticut","268805","null","*****","*****","200455","null","2534","null","14254","null","2382","null","1083","505","null","null","11409","null","931","null","62","null","104","null","10956","2967","null","null","30586","3708","null","null","15303","3018","null","null","15283","null","3058","null",
"0500000US09013","Tolland County, Connecticut","150293","null","*****","*****","122228","null","1942","null","5271","null","1139","null","780","823","null","null","7242","null","662","null","0","null","217","null","3645","1337","null","null","11127","2418","null","null","7514","2220","null","null","3613","null","1207","null",
"0500000US09015","Windham County, Connecticut","116418","null","*****","*****","94504","null","1480","null","1308","null","507","null","355","300","null","null","1298","null","478","null","0","null","217","null","4547","1698","null","null","14406","2145","null","null","9072","2043","null","null","5334","null","1550","null",
"0500000US10001","Kent County, Delaware","184149","null","*****","*****","108447","null","1794","null","47008","null","3085","null","688","451","null","null","4435","null","525","null","0","null","210","null","5826","1989","null","null","17745","3439","null","null","7762","1597","null","null","9983","null","3019","null",
"0500000US10003","New Castle County, Delaware","571708","null","*****","*****","315470","null","3778","null","134900","null","4564","null","1825","1194","null","null","33244","null","1571","null","235","null","303","null","28725","3920","null","null","57309","6765","null","null","28107","5446","null","null","29202","null","5005","null",
